,id.row,row.order,disease,multi.disease.flag,geocode.flag,country..source.,region..source.,affected.locations,years,date,cases..total.,cases..human.,cases..animal.,deaths..total.,deaths..human.,deaths..animal.,population,source,notes,setting,clinical,pathogen,lon,lat
1034,1034,1589,brucellosis,0,0,usa,Virginia,,1974*,,,,,,,,,meat,,meat processing plant,,,-78.6568942,37.4315734
1035,1035,1590,brucellosis,0,0,usa,NewYork,,1980*,,,,,,,,,,,,,,-74.0059728,40.7127753
1036,1036,1593,brucellosis,0,0,usa,Michigan,,1988,,8,,,,,,lab workers,,,microbiology laboratory,,,-85.6023643,44.3148443
1037,1037,1594,brucellosis,0,0,usa,North Carolina,,1992,,30,,,,,,,,,pork packing plant,,,-79.0192997,35.7595731
1038,1038,1595,brucellosis,0,0,usa,Texas,,2007,,,y,,,,,lab workers,,A biodefence laboratory in Texas was closed after workers were inadvertently exposed to Coxiella burnetii and Brucella.,laboratory,,,-99.9018131,31.9685988
1039,1039,1596,brucellosis,0,0,usa,multiple locations,"Pennsylvania, South Carolina",2009,,4,4,,,,,hunters,boar,"Outbreak (2 cases confirmed and one probable case) among feral-swine hunters from South Carolina and Pennsylvania, who had been exposed in Florida. A subsequent case was reported in a feral-swine hunter in Texas.",,,,-95.712891,37.09024
1040,1040,,brucellosis,0,0,usa,Florida,"Pennsylvania, South Carolina",2009,,3,3,,,,,hunters,boar,"""",,,,-81.5157535,27.6648274
1041,1041,,brucellosis,0,0,usa,Florida,Pennsylvania,2009,,,y,,,,,hunters,boar,"""",,,,-81.5157535,27.6648274
1042,1042,,brucellosis,0,0,usa,Florida,South Carolina,2009,,,y,,,,,hunters,boar,"""",,,,-81.5157535,27.6648274
1043,1043,,brucellosis,0,0,usa,Texas,,2009,,1,1,,,,,hunters,boar,"""",,,,-99.9018131,31.9685988
1044,1044,1597,brucellosis,0,0,usa,Texas,,2016,,13,13,,,,,,cheese,Outbreak related to imported Mexican cheese.,,,,-99.9018131,31.9685988
1045,1045,--------,brucellosis,0,0,uruguay,Artigas,,2008,,,,,,,,ruminants,,,,,,-56.4775937,-30.4068179
1046,1046,--------,brucellosis,0,0,uruguay,Canelones,,2015,,,,,,,,pigs,,,,,,-56.2873482,-34.5291043
1047,1047,1598,brucellosis,0,0,uzbekistan,Jizzak,,2005,,19,,,,,,,,,,,,67.8808243,40.1250439
1048,1048,1599,brucellosis,0,0,wallisandfutuna,Hihifo district,,2004,,44,4,40,,,,,pig,"Outbreak reported in Hihifo district, northern Wallis Island. At the time, 40 infected pigs (14 of 35 farms) were documented. As of 2004, there were 10,071 humans and 11,747 pigs on Wallis Island.",,,,-176.2056843,-13.2498148
1050,1050,1601,California encephalitis,0,0,usa,multiple locations,,1978,,82,,,,,,,,Outbreak in Wisconsin and Minnesota.,,,,-95.712891,37.09024
1051,1051,,California encephalitis,0,0,usa,Wisconsin,,1978,,,,,,,,,,"""",,,,-88.7878678,43.7844397
1052,1052,,California encephalitis,0,0,usa,Minnesota,,1978,,,,,,,,,,"""",,,,-94.6858998,46.729553
1053,1053,1602,California encephalitis,0,0,usa,Georgia,,1982,,8,,,,,,children,,,,,La Crosse virus,-82.9000751,32.1656221
1409,1409,--------,Coltiviruses - Old World (Banna),0,0,china,Yunnan,,1987,,,,,,,,,,"Banna virus was first isolated in 1987, in Yunnan, China, from the sera and cerebrospinal fluid of patients with encephalitis.",,,,101.3431058,24.4752847
1410,1410,3563,Crimean-Congo hemorrhagic fever,0,0,afghanistan,Takar Province,,1998,,19,,,12,,,,,"Suspected cases reported; however, serological tests were not confirmatory.",,,,69.4784541,36.6698013
1411,1411,3564,Crimean-Congo hemorrhagic fever,0,0,afghanistan,Heart Province (Gulran district),,2000,,27,,,16,,,,,Outbreak in Gulran district (Herat Province) - Crimean-Congo hemorrhagic fever was suspected.,,,,61.6070583,35.210885
1412,1412,3566,Crimean-Congo hemorrhagic fever,0,0,afghanistan,Herat,,2008,,30,,,,,,,,,,,,62.2040287,34.352865
1413,1413,3567,Crimean-Congo hemorrhagic fever,0,0,afghanistan,,Pakistan (Haripur),2011,,4,4,,1,1,,,,"Outbreak in a Pakistan hospital was related to an index patient who had arrived from Afghanistan. A fatal case was reported in Haripur district, Khyber Pakhtunkhwa.",hospital,,,67.709953,33.93911
1414,1414,3568,Crimean-Congo hemorrhagic fever,0,0,albania,Kukes,,2001,,4,,,,,,,,,,,,20.4142923,42.0807464
1415,1415,3569,Crimean-Congo hemorrhagic fever,0,0,albania,,,2009*,,3,1,2,,,,,,Outbreak involving one shepherd and 2 goats was reported from an endemic area.,,,,20.168331,41.153332
1416,1416,3570,Crimean-Congo hemorrhagic fever,0,0,albania,Helmand Province,,2010,,7,,,,,,,,,,,,63.95861,31.36365
1417,1417,3571,Crimean-Congo hemorrhagic fever,0,0,bulgaria,Blagoevgrad District,,2008,,6,,,1,,,,,,,,,23.0943356,42.0208614
1418,1418,3572,Crimean-Congo hemorrhagic fever,0,0,china,Xinjiang,,1968,,,,,,,,,,Outbreak in southern Xingjiang.,,,,87.5395855,42.5246357
1419,1419,3573,Crimean-Congo hemorrhagic fever,0,0,india,Gujarat (Ahmedabad),,2011 - 2012,,18,18,,7,7,,,,"Outbreak involved an index patient, a doctor, and nurse. A second doctor in Ahmedabad died of the disease in 2012, following contact with an infected patient.",,,,72.5713621,23.022505
1420,1420,3574,Crimean-Congo hemorrhagic fever,0,0,india,Gujarat,,2013,,7+,,,7,,,,,,,,,71.1923805,22.258652
1421,1421,3575,Crimean-Congo hemorrhagic fever,0,0,india,Gujarat,,2014,,2,,,,,,,,,,,,71.1923805,22.258652
1422,1422,3576,Crimean-Congo hemorrhagic fever,0,0,india,Rajasthan (Jodhpur),,2015,,3,,,,,,,,"Outbreak in Jodhpur, Rajasthan.",hospital,,,73.0243094,26.2389469
1423,1423,3577,Crimean-Congo hemorrhagic fever,0,0,iran,,,1999,,3,3,,,,,,,Outbreak involved infection of two physicians from an index patient.,hospital,,,53.688046,32.427908
1424,1424,3578,Crimean-Congo hemorrhagic fever,0,0,iran,multiple locations,,2001,,100,,,,,,,,"Outbreak in Isfahan, Sistan, Baluchestan, Lorestan, and West Azerbaijan.",,,,53.688046,32.427908
1425,1425,,Crimean-Congo hemorrhagic fever,0,0,iran,Isfahan,,2001,,,,,,,,,,"""",,,,51.6679826,32.6546275
1426,1426,,Crimean-Congo hemorrhagic fever,0,0,iran,Sistan,,2001,,,,,,,,,,"""",,,,60.5820676,27.5299906
1427,1427,,Crimean-Congo hemorrhagic fever,0,0,iran,Baluchestan,,2001,,,,,,,,,,"""",,,,60.5820676,27.5299906
1428,1428,,Crimean-Congo hemorrhagic fever,0,0,iran,Lorestan,,2001,,,,,,,,,,"""",,,,48.3988186,33.5818394
1429,1429,,Crimean-Congo hemorrhagic fever,0,0,iran,West Azerbaijan,,2001,,,,,,,,,,"""",,,,45,37.4550062
1430,1430,3579,Crimean-Congo hemorrhagic fever,0,0,iran,multiple locations,,2002,,80,,,,,,,,"Outbreak in Sistan-Baluchestan, with additional cases in Isfahan, Fars, Tehran, Khuzistan, Yazd, Chaharmahal-Bakhtiyari, and Hormozgan.",,,,53.688046,32.427908
1431,1431,,Crimean-Congo hemorrhagic fever,0,0,iran,Sistan-Baluchestan,,2002,,,,,,,,,,"""",,,,60.5820676,27.5299906
1432,1432,,Crimean-Congo hemorrhagic fever,0,0,iran,Isfahan,,2002,,,,,,,,,,"""",,,,51.6679826,32.6546275
1433,1433,,Crimean-Congo hemorrhagic fever,0,0,iran,Fars,,2002,,,,,,,,,,"""",,,,53.045893,29.1043813
1434,1434,,Crimean-Congo hemorrhagic fever,0,0,iran,Tehran,,2002,,,,,,,,,,"""",,,,51.3889736,35.6891975
1435,1435,,Crimean-Congo hemorrhagic fever,0,0,iran,Khuzistan,,2002,,,,,,,,,,"""",,,,49.041312,31.4360149
1436,1436,,Crimean-Congo hemorrhagic fever,0,0,iran,Yazd,,2002,,,,,,,,,,"""",,,,54.3568562,31.8974232
1437,1437,,Crimean-Congo hemorrhagic fever,0,0,iran,Chaharmahal-Bakhtiyari,,2002,,,,,,,,,,"""",,,,50.6613849,31.9970419
1438,1438,,Crimean-Congo hemorrhagic fever,0,0,iran,Hormozgan,,2002,,,,,,,,,,"""",,,,55.1375834,27.138723
1439,1439,3580,Crimean-Congo hemorrhagic fever,0,0,iran,Afghan border Region,Afganistan,2002,,5,5,,3,3,,refugees,,An outbreak of suspected CCHF in Iran among Afghan refugees.,,,,53.688046,32.427908
1440,1440,3581,Crimean-Congo hemorrhagic fever,0,0,iran,Southern Region,,2008,,5,,,1,,,,,,,,,55.1375834,27.138723
1441,1441,3582,Crimean-Congo hemorrhagic fever,0,0,iran,Mashad,,2009,,6,,,,,,workers,,,abattoir,,,59.6167549,36.2604623
1442,1442,3583,Crimean-Congo hemorrhagic fever,0,0,iran,Mashhad,,2009,,4,,,,,,health-care workers,,,hospital,,,59.6167549,36.2604623
1443,1443,3584,Crimean-Congo hemorrhagic fever,0,0,iran,multiple locations,,2011,,10,10,,2,2,,,,"Outbreaks in southern Tehran (6 cases) and Birjand County (4 cases, 2 fatal - including a hospital nurse).",,,,53.688046,32.427908
1444,1444,,Crimean-Congo hemorrhagic fever,0,0,iran,Tehran,,2011,,6,6,,,,,,,"""",,,,51.3889736,35.6891975
1445,1445,,Crimean-Congo hemorrhagic fever,0,0,iran,Birjand County,,2011,,4,4,,2,2,,,,"""",,,,58.7373634,32.0903285
1446,1446,3585,Crimean-Congo hemorrhagic fever,0,0,iran,Northern Region,,2015,,3,,,1,,,,,,,,,50.1710283,30.7639105
1447,1447,3586,Crimean-Congo hemorrhagic fever,0,0,iraq,,,1979,,53,53,,35,35,,,,"During the year following this outbreak, 29% of patient relatives and contacts were seropositive, 11% of hospital staff, 7% of abattoir workers, and 29% of persons engaged in animal husbandry.",,,,43.679291,33.223191
1448,1448,3587,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,,,1990,,,,,,,,,,Outbreak reported - additional details unavailable.,,,,66.923684,48.019573
1449,1449,3588,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,multiple locations,,1999,,10,,,2,,,,,Outbreak in the Southern Region and Zhambyl.,,,,66.923684,48.019573
1450,1450,,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Southern Region,,1999,,,,,,,,,,"""",,,,68.1431414,42.2663378
1451,1451,,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Zhambyl,,1999,,,,,,,,,,"""",,,,72.3657967,44.2220308
1452,1452,3589,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,multiple locations,,2000,,2+,,,2,,,,,Outbreak in Kizilordinskaya oblast and Dzhambul oblast.,,,,66.923684,48.019573
1453,1453,,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Kizilordinskaya oblast,,2000,,,,,,,,,,"""",,,,66.923684,48.019573
1454,1454,,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Dzhambul oblast,,2000,,,,,,,,,,"""",,,,72.3657967,44.2220308
1455,1455,3590,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Zhambyl,,2001,,3,,,,,,,,,,,,72.3657967,44.2220308
1456,1456,3591,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Southern Region,,2004,,3,,,1,,,,,Outbreak included a fatal case in Otrar Village.,,,,68.1431414,42.2663378
1457,1457,,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Southern Region (Otrar Village),,2004,,1+,,,1,,,,,"""",,,,68.3472337,42.9078505
1458,1458,3592,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Southern Region,,2005,,4,,,1,,,,,Outbreaks included three cases (one fatal) in Kizilordinskaya oblast.,,,,68.1431414,42.2663378
1459,1459,,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Southern Region (Kizilordinskaya oblast),,2005,,3,,,1,,,,,"""",,,,62.6571885,44.6922613
1460,1460,3593,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Kizilordinskaya,,2007,,,,,,,,,,,,,,66.923684,48.019573
1461,1461,3594,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Kizilordinskaya,,2007,,5+,,,5,,,,,,,,,66.923684,48.019573
1462,1462,3595,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Turkestan,,2009,,3+,3+,,3,3,,health-care workers,,Outbreak among physicians who had cared for a patient with Crimean-Congo hemorrhagic fever.,,,,68.2346884,43.3050854
1463,1463,3596,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Southern Region,,2009,,22,,,8,,,,,,,,,68.1431414,42.2663378
1464,1464,3597,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Southern Region,,2010,,7,,,2,,,,,,,,,68.1431414,42.2663378
1465,1465,3598,Crimean-Congo hemorrhagic fever,0,0,kazakhstan,Southern Region,,2011,,2,,,,,,,,,,,,68.1431414,42.2663378
1466,1466,3599,Crimean-Congo hemorrhagic fever,0,0,macedonia,,,1976,,10,,,,,,,,,,,,21.745275,41.608635
1467,1467,3600,Crimean-Congo hemorrhagic fever,0,0,mauritania,Southwest Region,,1988,,8,,,1,,,,,,,,,-10.940835,21.00789
1468,1468,3601,Crimean-Congo hemorrhagic fever,0,0,mauritania,multiple locations,,2003,,50,38,12,6,6,,,,"Most cases reported in the region of Nouakchott, and in Trarza, Brakna, and Hodh El Gharbi. Ten sheep and two goats in the area were found to be seropositive, and the virus was identified in local sheep-infesting ticks (Rhipicephalus evertsi).",,,,-10.940835,21.00789
1469,1469,,Crimean-Congo hemorrhagic fever,0,0,mauritania,Nouakchott,,2003,,,,,,,,,,"""",,,,-15.9582372,18.0735299
1470,1470,,Crimean-Congo hemorrhagic fever,0,0,mauritania,Trarza,,2003,,,,,,,,,,"""",,,,-14.6587821,17.8664964
1471,1471,,Crimean-Congo hemorrhagic fever,0,0,mauritania,Brakna,,2003,,,,,,,,,,"""",,,,-13.1740348,17.2317561
1472,1472,,Crimean-Congo hemorrhagic fever,0,0,mauritania,Hodh El Gharbi,,2003,,,,,,,,,,"""",,,,-9.5450974,16.6912149
1473,1473,3602,Crimean-Congo hemorrhagic fever,0,0,namibia,Karas,,2010,,3,,,,,,,,Outbreak reported - additional details unavailable.,,,,17.2902839,-26.8429645
1474,1474,3603,Crimean-Congo hemorrhagic fever,0,0,pakistan,,,1976,,,,,,,,,,,hospital,,,69.345116,30.375321
1475,1475,3604,Crimean-Congo hemorrhagic fever,0,0,pakistan,Rawalpindi,,1987,,3,,,1,,,,,,hospital,,,73.0169135,33.5651107
1476,1476,3605,Crimean-Congo hemorrhagic fever,0,0,pakistan,Quetta,,1994,,9,,,1,,,,,Outbreak included 9 secondary cases.,hospital,,,66.9749731,30.1798398
1477,1477,3606,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan,,1998,,4,,,2,,,,,"Outbreak reported; however, serological tests were not confirmatory.",,,,65.0957792,28.4907332
1478,1478,3607,Crimean-Congo hemorrhagic fever,0,0,pakistan,Karachi,,2000,,8,,,6,,,,,,,,,67.2847875,25.0700428
1479,1479,3608,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan Province,,2000,,41,,,12,,,,,"Outbreak in Balochistan Province (Dukki, Murgha Kibzai, and Sunjavi).",,,,65.0957792,28.4907332
1480,1480,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan Province (Dukki),,2000,,,,,,,,,,"""",,,,68.5843353,30.1477174
1481,1481,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan Province (Murgha Kibzai),,2000,,,,,,,,,,"""",,,,69.4136494,30.7383728
1482,1482,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan Province (Sunjavi),,2000,,,,,,,,,,"""",,,,69.345116,30.375321
1483,1483,3609,Crimean-Congo hemorrhagic fever,0,0,pakistan,multiple locations,,2001,,2+,,,2,,,,,Fatal cases confirmed in Islamabad and Peshawar.,,,,69.345116,30.375321
1484,1484,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Islamabad,,2001,,1+,,,1,,,,,"""",,,,73.0478848,33.6844202
1485,1485,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Peshawar,,2001,,1+,,,1,,,,,"""",,,,71.5249154,34.0151366
1486,1486,3610,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan,,2001,,34,,,8,,,,,Outbreak in northern Balochistan.,,,,65.0957792,28.4907332
1487,1487,3611,Crimean-Congo hemorrhagic fever,0,0,pakistan,Rawalpindi,,2002,,3,3,,2,2,,,,Outbreak included infection a physician.,,,,73.0169135,33.5651107
1488,1488,3612,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan,,2004,,7,,,3,,,,,,,,,65.0957792,28.4907332
1489,1489,3613,Crimean-Congo hemorrhagic fever,0,0,pakistan,Quetta,,2004,,21,,,4,,,,,,,,,66.9749731,30.1798398
1490,1490,3614,Crimean-Congo hemorrhagic fever,0,0,pakistan,Sindh,,2005,,45,,,5,,,,,,,,,68.5247149,25.8943018
1491,1491,3615,Crimean-Congo hemorrhagic fever,0,0,pakistan,North West Frontier Province,,2006,,7,,,1,,,a family,,,,,,72.331113,34.9526205
1492,1492,3616,Crimean-Congo hemorrhagic fever,0,0,pakistan,multiple locations (?),,2010,,29,,,,,,,,,,,,69.345116,30.375321
1493,1493,3618,Crimean-Congo hemorrhagic fever,0,0,pakistan,multiple locations,,2012,,18,18,,6,6,,,,"Outbreak (15 cases confirmed, 5 fatal - to June) in Balochistan. A livestock trader subsequently died of the disease in Karachi after visiting Balochistan; and two additional cases were reported in Rawalpindi.",,,,69.345116,30.375321
1494,1494,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan,,2012,,15,15,,5,5,,,,"""",,,,65.0957792,28.4907332
1495,1495,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan,Karachi,2012,,1,1,,1,1,,,,"""",,,,65.0957792,28.4907332
1496,1496,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Rawalpindi,,2012,,2,2,,,,,,,"""",,,,73.0169135,33.5651107
1497,1497,3619,Crimean-Congo hemorrhagic fever,0,0,pakistan,Khyber Pakhtunkhwa,,2013,,4+,,,4,,,butchers,,,,,,72.331113,34.9526205
1498,1498,3620,Crimean-Congo hemorrhagic fever,0,0,pakistan,multiple locations,,2014,,24+,,,11,,,,,"Outbreaks in Balochistan (4 fatal cases), Khyber Pakhtunkhwa (11 cases, 5 fatal), Punjab (4 cases), and Karachi (5 cases, 2 fatal).",,,,69.345116,30.375321
1499,1499,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan,,2014,,4+,,,4,,,,,"""",,,,65.0957792,28.4907332
1500,1500,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Khyber Pakhtunkhwa,,2014,,11,,,5,,,,,"""",,,,72.331113,34.9526205
1501,1501,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Punjab,,2014,,4,,,,,,,,"""",,,,72.7097161,31.1704063
1502,1502,,Crimean-Congo hemorrhagic fever,0,0,pakistan,Karachi,,2014,,5,,,2,,,,,"""",,,,67.2847875,25.0700428
1503,1503,3621,Crimean-Congo hemorrhagic fever,0,0,pakistan,Balochistan,,2016,,117,,,10,,,,,cases to September,,,,65.0957792,28.4907332
1504,1504,3622,Crimean-Congo hemorrhagic fever,0,0,pakistan,Punjab,,2016,,129,,,9,,,,,cases to September,,,,72.7097161,31.1704063
1505,1505,3624,Crimean-Congo hemorrhagic fever,0,0,russia,Stavropol,,1999 - 2000,,20,,,3,,,,,"Outbreak followed a period of 27 years without reported disease in the area. Other sources reported an outbreak (65 suspect cases, fatal) in the area, with subsequent cases in the Volgograd region (predominantly in Oblivaskaya).",,,,41.9683431,45.0454764
1506,1506,3625,Crimean-Congo hemorrhagic fever,0,0,russia,Rostov Province (Oblivskaya district),,1999,,,,,,,,,,Outbreak in Oblivskaya district of Rostov Province.,,,,42.4950474,48.5363069
1507,1507,3626,Crimean-Congo hemorrhagic fever,0,0,russia,multiple locations (?),,2000,,45,,,5,,,,,"Outbreaks included 5 cases in the Republic of Kalmykia, 14 (2 fatal) in Volgograd Province, 14 (2 fatal) in Kotelnikovsk region, 2 (1 fatal) in Astrakhan oblast, and 5 in the Republic of Dagestan.",,,,105.318756,61.52401
1508,1508,,Crimean-Congo hemorrhagic fever,0,0,russia,Republic of Kalmykia,,2000,,5,,,,,,,,"""",,,,45.7731614,46.5676845
1509,1509,,Crimean-Congo hemorrhagic fever,0,0,russia,Volgograd Province,,2000,,14,,,2,,,,,"""",,,,45,49.7604522
1510,1510,,Crimean-Congo hemorrhagic fever,0,0,russia,Kotelnikovsk region,,2000,,14,,,2,,,,,"""",,,,43.1423502,47.630995
1511,1511,,Crimean-Congo hemorrhagic fever,0,0,russia,Astrakhan oblast,,2000,,2,,,1,,,,,"""",,,,48.0610115,46.1321166
1512,1512,,Crimean-Congo hemorrhagic fever,0,0,russia,Republic of Dagestan,,2000,,5,,,,,,,,"""",,,,47.0949799,42.1431886
1513,1513,3627,Crimean-Congo hemorrhagic fever,0,0,russia,multiple locations,,2001,,25,,,,,,,,"Outbreaks in Stavropol, Dagestan, Kalmykia, Volgograd, Astrakhan, and Rostov-on-Don.",,,,105.318756,61.52401
1514,1514,,Crimean-Congo hemorrhagic fever,0,0,russia,Stavropol,,2001,,,,,,,,,,"""",,,,41.9683431,45.0454764
1515,1515,,Crimean-Congo hemorrhagic fever,0,0,russia,Dagestan,,2001,,,,,,,,,,"""",,,,47.0949799,42.1431886
1516,1516,,Crimean-Congo hemorrhagic fever,0,0,russia,Kalmykia,,2001,,,,,,,,,,"""",,,,45.7731614,46.5676845
1517,1517,,Crimean-Congo hemorrhagic fever,0,0,russia,Volgograd,,2001,,,,,,,,,,"""",,,,44.5133035,48.708048
1518,1518,,Crimean-Congo hemorrhagic fever,0,0,russia,Astrakhan,,2001,,,,,,,,,,"""",,,,48.0599345,46.3588045
1519,1519,,Crimean-Congo hemorrhagic fever,0,0,russia,Rostov-on-Don,,2001,,,,,,,,,,"""",,,,39.701505,47.2357137
1520,1520,3628,Crimean-Congo hemorrhagic fever,0,0,russia,Stavropol,,2003,,14,,,2,,,,,,,,,41.9683431,45.0454764
1521,1521,3629,Crimean-Congo hemorrhagic fever,0,0,russia,Southern Federal District,,2004,,53,,,6 ***,,,,,"Outbreak in Stavropol. During January to July, 43 cases (6 fatal) were reported in the Southern Federal District - 12 in Kalmykia, 28 in Stavropol, 3 in Astrakhan, 8 in Rostov, 2 in Volgograd.",,,,43.4257465,47.3352415
1522,1522,,Crimean-Congo hemorrhagic fever,0,0,russia,SFD (Kalmykia),,2004,,12,,,,,,,,"""",,,,45.7731614,46.5676845
1523,1523,,Crimean-Congo hemorrhagic fever,0,0,russia,SFD (Stavropol),,2004,,28,,,,,,,,"""",,,,41.9683431,45.0454764
1524,1524,,Crimean-Congo hemorrhagic fever,0,0,russia,SFD (Astrakhan),,2004,,3,,,,,,,,"""",,,,48.0599345,46.3588045
1525,1525,,Crimean-Congo hemorrhagic fever,0,0,russia,SFD (Rostov),,2004,,8,,,,,,,,"""",,,,39.4131527,57.195623
1526,1526,,Crimean-Congo hemorrhagic fever,0,0,russia,SFD (Volgograd),,2004,,2,,,,,,,,"""",,,,44.5133035,48.708048
1527,1527,3630,Crimean-Congo hemorrhagic fever,0,0,russia,Southern Federal District,,2005,,129,,,4 ***,,,,,"Outbreaks in the Southern Federal District - 38 in Kalmykia, 32 in Stavropol, 36 in Astrakhan, 16 in Rostov, 4 in Volgograd, 3 in Dagestan.",,,,43.4257465,47.3352415
